,Rank,Name,Net_Worth,Age,Citizenship,Source,Industry
1005,982,Egor Kulkov,$3 B,51,Russia,Pharmaceuticals,Healthcare
1006,982,Lin Ming-hsiung,$3 B,73,Taiwan,Supermarkets,Fashion & Retail
1007,982,Lin Xiucheng & family,$3 B,67,China,Electronics,Technology
1008,982,Harsh Mariwala,$3 B,71,India,Consumer goods,Food & Beverage
1009,982,Gilles Martin,$3 B,59,France,Laboratory services,Healthcare
1010,982,Maja Oeri,$3 B,68,Switzerland,Pharmaceuticals,Healthcare
1011,982,John Paulson,$3 B,67,United States,Hedge funds,Finance & Investments
1012,982,Ajay Piramal,$3 B,67,India,Pharmaceuticals,Healthcare
1013,982,Guanghe Qiu & family,$3 B,71,China,Fashion retail,Fashion & Retail
1014,982,Stephen Rubin,$3 B,86,United Kingdom,Sports apparel,Fashion & Retail
1015,982,Robert Sands,$3 B,64,United States,Liquor,Food & Beverage
1016,982,Erik Selin,$3 B,55,Sweden,Real estate,Real Estate
1017,982,Yonghong Shi & family,$3 B,54,China,Restaurants,Food & Beverage
1018,982,Martua Sitorus,$3 B,63,Indonesia,Palm oil,Manufacturing
1019,982,Guangxin Sun,$3 B,60,China,Diversified,Diversified
1020,982,Sukanto Tanoto,$3 B,73,Indonesia,Diversified,Diversified
1021,982,Sunny Varkey,$3 B,65,India,Education,Service
1022,982,Gang Ye,$3 B,42,Singapore,Gaming,Media & Entertainment
1023,982,Ye Xiaoping,$3 B,60,China,Pharmaceuticals,Healthcare
1024,982,Lei Zhang,$3 B,50,China,Investments,Finance & Investments
1025,982,Zhu Gongshan & family,$3 B,65,China,Solar panel materials,Manufacturing
1026,1027,Isak Andic & family,$2.9 B,69,Spain,Fashion retail,Fashion & Retail
1027,1027,Alberto Bombassei,$2.9 B,82,Italy,Automotive brakes,Automotive
1028,1027,Cao Longxiang & family,$2.9 B,65,China,Pharmaceuticals,Healthcare
1029,1027,"Roy Carroll, II.",$2.9 B,60,United States,Real estate,Real Estate
1030,1027,John Caudwell,$2.9 B,70,United Kingdom,Mobile phones,Telecom
1031,1027,James Clark,$2.9 B,79,United States,"Netscape, investments",Technology
1032,1027,Jacques D'Amours,$2.9 B,66,Canada,Convenience stores,Fashion & Retail
1033,1027,John Paul DeJoria,$2.9 B,78,United States,"Hair products, tequila",Fashion & Retail
1034,1027,Bernard Ecclestone & family,$2.9 B,92,United Kingdom,Formula One,Sports
1035,1027,Michael Federmann & family,$2.9 B,79,Israel,"Defense, hotels",Technology
1036,1027,Kenneth Feld & family,$2.9 B,74,United States,Live entertainment,Media & Entertainment
1037,1027,Gu Yuhua & family,$2.9 B,73,China,Furniture,Manufacturing
1038,1027,Otto Happel,$2.9 B,75,Germany,Engineering,Construction & Engineering
1039,1027,Gudrun Heine,$2.9 B,68,Germany,Medical devices,Healthcare
1040,1027,Donald Horton & family,$2.9 B,73,United States,Homebuilding,Real Estate
1041,1027,Zarakh Iliev,$2.9 B,56,Russia,Real estate,Real Estate
1042,1027,Ipek Kirac,$2.9 B,38,Turkey,Diversified,Diversified
1043,1027,Lee Seo-hyun,$2.9 B,49,South Korea,Samsung,Technology
1044,1027,Li Jianquan & family,$2.9 B,66,Hong Kong,Consumer products,Healthcare
1045,1027,Li Li,$2.9 B,57,China,Healthcare,Healthcare
1046,1027,Li Xiaohua & family,$2.9 B,61,China,Packaging,Manufacturing
1047,1027,Liu Xiaodong,$2.9 B,55,China,Flavorings,Manufacturing
1048,1027,Martin Lorentzon,$2.9 B,54,Sweden,Spotify,Technology
1049,1027,Ronald McAulay,$2.9 B,87,Hong Kong,Energy,Energy
1050,1027,Erwin Franz Mueller,$2.9 B,90,Germany,Drugstores,Fashion & Retail
1051,1027,Georg Nemetschek & family,$2.9 B,89,Germany,Software,Technology
1052,1027,God Nisanov,$2.9 B,50,Russia,Real estate,Real Estate
1053,1027,Vikas Oberoi,$2.9 B,52,India,Real estate,Real Estate
1054,1027,Gregorio Perez Companc & family,$2.9 B,87,Argentina,Oil & gas,Energy
1055,1027,Sebastian Piñera & family,$2.9 B,73,Chile,Investments,Finance & Investments
1056,1027,Arvind Poddar,$2.9 B,65,India,Tires,Automotive
1057,1027,Alexey Repik,$2.9 B,43,Russia,Pharmaceuticals,Healthcare
1058,1027,Haim Saban,$2.9 B,78,United States,"TV network, investments",Media & Entertainment
1059,1027,Rodney Sacks,$2.9 B,73,United States,Energy drinks,Food & Beverage
1060,1027,Karthik Sarma,$2.9 B,48,India,Hedge fund,Finance & Investments
1061,1027,Sybill Storz,$2.9 B,85,Germany,Medical devices,Healthcare
1062,1027,Daniel Sundheim,$2.9 B,46,United States,Hedge funds,Finance & Investments
1063,1027,"William Wrigley, Jr.",$2.9 B,59,United States,Chewing gum,Food & Beverage
1064,1027,Zhang Wenzhong,$2.9 B,61,China,Supermarkets,Fashion & Retail
1065,1027,Zhou Jianping,$2.9 B,62,China,Fashion retail,Fashion & Retail
1066,1067,Joy Alukkas,$2.8 B,66,India,Jewelry,Fashion & Retail
1067,1067,Kang An,$2.8 B,74,China,Pharmaceuticals,Healthcare
1068,1067,Garrett Camp,$2.8 B,44,Canada,Uber,Technology
1069,1067,Chen Lip Keong,$2.8 B,75,Malaysia,"Casinos, property, energy",Gambling & Casinos
1070,1067,Choo Chong Ngen,$2.8 B,69,Singapore,Hotels,Real Estate
1071,1067,Euisun Chung,$2.8 B,52,South Korea,Hyundai,Automotive
1072,1067,Smita Crishna-Godrej,$2.8 B,72,India,Consumer goods,Diversified
1073,1067,Eleanor Butt Crook & family,$2.8 B,90,United States,Supermarkets,Fashion & Retail
1074,1067,Du Jiangtao & family,$2.8 B,53,China,Chemicals,Manufacturing
1075,1067,Lorenzo Fertitta,$2.8 B,54,United States,"Casinos, mixed martial arts",Sports
1076,1067,Sebastian Glaser,$2.8 B,N/A,Germany,Sensor technology,Technology
1077,1067,Adi Godrej,$2.8 B,81,India,Consumer goods,Diversified
1078,1067,Jamshyd Godrej,$2.8 B,74,India,Diversified,Diversified
1079,1067,Lee Yeow Chor,$2.8 B,56,Malaysia,"Palm oil, property",Real Estate
1080,1067,Li Weiguo,$2.8 B,58,China,Construction materials,Manufacturing
1081,1067,Dmitry Mazepin,$2.8 B,54,Russia,Chemicals,Manufacturing
1082,1067,"Drayton McLane, Jr.",$2.8 B,86,United States,"Walmart, logistics",Fashion & Retail
1083,1067,Najib Mikati,$2.8 B,67,Lebanon,Telecom,Telecom
1084,1067,Taha Mikati,$2.8 B,78,Lebanon,Telecom,Telecom
1085,1067,Akira Mori & family,$2.8 B,86,Japan,Real estate,Real Estate
1086,1067,Rishad Naoroji,$2.8 B,71,India,Consumer goods,Diversified
1087,1067,Philip Niarchos,$2.8 B,69,Greece,Art collection,Diversified
1088,1067,Nandan Nilekani,$2.8 B,67,India,Software services,Technology
1089,1067,Benjamin Otto,$2.8 B,N/A,Germany,Retail,Fashion & Retail
1090,1067,Maren Otto,$2.8 B,N/A,Germany,"Retail, real estate",Diversified
1091,1067,Ranjan Pai,$2.8 B,50,India,Education,Service
1092,1067,Madhukar Parekh,$2.8 B,76,India,Adhesives,Manufacturing
1093,1067,Sean Parker,$2.8 B,43,United States,Facebook,Technology
1094,1067,Stewart Rahr,$2.8 B,77,United States,Drug distribution,Healthcare
1095,1067,Su Hua,$2.8 B,41,China,Video streaming,Media & Entertainment
1096,1067,Sun Shoukuan,$2.8 B,73,China,"Metals, coal",Manufacturing
1097,1067,Tseng Cheng,$2.8 B,61,Taiwan,Petrochemicals,Manufacturing
1098,1067,Tung Chee Hwa,$2.8 B,85,Hong Kong,Shipping,Logistics
1099,1067,Meg Whitman,$2.8 B,66,United States,EBay,Technology
1100,1067,Wong Luen Hei,$2.8 B,61,China,Building materials,Manufacturing
1101,1067,Chenghai Ye & family,$2.8 B,79,Hong Kong,Pharmaceuticals,Healthcare
1102,1067,Zhu Xingming,$2.8 B,56,China,Electrical equipment,Manufacturing
1103,1104,Jose Joao Abdalla Filho,$2.7 B,77,Brazil,Investments,Finance & Investments
1104,1104,Juan Abello,$2.7 B,81,Spain,Investments,Finance & Investments
1105,1104,Suhail Bahwan,$2.7 B,84,Oman,Diversified,Diversified
1106,1104,Madhur Bajaj,$2.7 B,70,India,Diversified,Diversified
1107,1104,Niraj Bajaj,$2.7 B,68,India,Diversified,Diversified
1108,1104,Shekhar Bajaj,$2.7 B,74,India,Diversified,Diversified
1109,1104,Harindarpal Banga,$2.7 B,72,India,Commodities,Finance & Investments
1110,1104,Ulrike Baro,$2.7 B,N/A,Germany,Biopharmaceuticals,Healthcare
1111,1104,Anne Beaufour,$2.7 B,59,France,Pharmaceuticals,Healthcare
1112,1104,Henri Beaufour,$2.7 B,57,France,Pharmaceuticals,Healthcare
1113,1104,Andrei Bokarev,$2.7 B,56,Russia,"Metals, mining",Manufacturing
1114,1104,Jack Cowin,$2.7 B,80,Australia,Fast food,Food & Beverage
1115,1104,Glenn Dubin,$2.7 B,65,United States,Hedge funds,Finance & Investments
1116,1104,N. Murray Edwards,$2.7 B,63,Canada,Oil & gas,Energy
1117,1104,"Frank Fertitta, III.",$2.7 B,61,United States,"Casinos, mixed martial arts",Sports
1118,1104,Abhay Firodia,$2.7 B,78,India,Automobiles,Automotive
1119,1104,Bruce Flatt,$2.7 B,57,Canada,Money management,Finance & Investments
1120,1104,Miguel Fluxa Rossello,$2.7 B,84,Spain,Hotels,Service
1121,1104,Robert Friedland,$2.7 B,72,United States,Mining,Metals & Mining
1122,1104,Alexander Frolov,$2.7 B,58,Russia,"Mining, steel",Metals & Mining
1123,1104,Nadir Godrej,$2.7 B,72,India,Consumer goods,Diversified
1124,1104,Maggie Hardy,$2.7 B,57,United States,Building materials,Service
1125,1104,Nithin Kamath,$2.7 B,43,India,Financial services,Finance & Investments
1126,1104,Samvel Karapetyan,$2.7 B,57,Russia,Real estate,Construction & Engineering
1127,1104,Kei Hoi Pang,$2.7 B,57,China,Real estate,Real Estate
1128,1104,Mustafa Rahmi Koc,$2.7 B,92,Turkey,Diversified,Diversified
1129,1104,Yuri Kovalchuk & family,$2.7 B,71,Russia,"Banking, insurance, media",Finance & Investments
1130,1104,Geoffrey Kwok,$2.7 B,37,Hong Kong,Real estate,Real Estate
1131,1104,Jonathan Kwok,$2.7 B,31,Hong Kong,Real Estate,Real Estate
1132,1104,Hans Langer,$2.7 B,71,Germany,3D printing,Manufacturing
1133,1104,Frank Laukien,$2.7 B,63,United States,Scientific equipment,Manufacturing
1134,1104,Maritsa Lazari & family,$2.7 B,78,United Kingdom,Real estate,Real Estate
1135,1104,Angela Leong,$2.7 B,62,Hong Kong,Casinos,Real Estate
1136,1104,Li Zhongchu,$2.7 B,59,China,Software,Technology
1137,1104,Liang Yunchao,$2.7 B,54,China,Nutritional supplements,Food & Beverage
1138,1104,Vincent McMahon,$2.7 B,77,United States,Entertainment,Sports
1139,1104,Patrice Motsepe,$2.7 B,61,South Africa,Mining,Metals & Mining
1140,1104,Denis O'Brien,$2.7 B,64,Ireland,Telecom,Telecom
1141,1104,Timm Oberwelland,$2.7 B,N/A,Germany,Candy,Food & Beverage
1142,1104,Dan Olsson,$2.7 B,76,Sweden,Diversified,Diversified
1143,1104,Yuji Otsuka,$2.7 B,69,Japan,"Copy machines, software",Technology
1144,1104,Pan Dong,$2.7 B,58,Canada,Consumer goods,Fashion & Retail
1145,1104,Karsanbhai Patel,$2.7 B,79,India,Consumer goods,Diversified
1146,1104,Richard Peery,$2.7 B,84,United States,Real estate,Real Estate
1147,1104,Gianfelice Rocca,$2.7 B,75,Italy,Pipe Manufacturing,Metals & Mining
1148,1104,Paolo Rocca,$2.7 B,70,Italy,Pipe Manufacturing,Metals & Mining
1149,1104,Wayne Rothbaum,$2.7 B,55,United States,Biotech investing,Healthcare
1150,1104,Jeff Rothschild,$2.7 B,68,United States,Facebook,Technology
1151,1104,Raj Sardana,$2.7 B,63,United States,Technology services,Technology
1152,1104,Christiane Schoeller,$2.7 B,N/A,Germany,Publishing,Media & Entertainment
1153,1104,Salil Singhal,$2.7 B,75,India,Agrochemicals,Manufacturing
1154,1104,Alexander Skorobogatko,$2.7 B,55,Russia,"Real estate, airport",Logistics
1155,1104,Evan Spiegel,$2.7 B,32,United States,Snapchat,Technology
1156,1104,Glen Taylor,$2.7 B,81,United States,Printing,Service
1157,1104,Thomas Tull,$2.7 B,52,United States,"Movies, investments",Media & Entertainment
1158,1104,Bulat Utemuratov,$2.7 B,65,Kazakhstan,"Mining, banking, hotels",Metals & Mining
1159,1104,Gustav Magnar Witzoe,$2.7 B,29,Norway,Fish farming,Food & Beverage
1160,1104,Wong Man Li,$2.7 B,58,Hong Kong,Furniture,Manufacturing
1161,1104,Guangming Wu,$2.7 B,61,China,Medical equipment,Healthcare
1162,1104,Zhu Yi,$2.7 B,59,China,Pharmaceuticals,Healthcare
1163,1164,Ben Ashkenazy,$2.6 B,53,United States,Real estate,Real Estate
1164,1164,Felix Baker,$2.6 B,54,United States,Biotech investing,Finance & Investments
1165,1164,Julian Baker,$2.6 B,56,United States,Investing,Finance & Investments
1166,1164,David Baszucki,$2.6 B,60,United States,Online games,Media & Entertainment
1167,1164,Joesley Batista,$2.6 B,51,Brazil,Beef processing,Food & Beverage
1168,1164,Wesley Batista,$2.6 B,50,Brazil,Beef packing,Food & Beverage
1169,1164,Yvonne Bauer,$2.6 B,46,Germany,"Magazines, media",Media & Entertainment
1170,1164,Miriam Baumann-Blocher,$2.6 B,48,Switzerland,Chemicals,Manufacturing
1171,1164,Cen Junda,$2.6 B,58,China,Pharmaceuticals,Healthcare
1172,1164,Richard Chandler,$2.6 B,64,New Zealand,Investments,Finance & Investments
1173,1164,Chen Zhiping,$2.6 B,47,China,E-cigarettes,Manufacturing
1174,1164,Fernando Chico Pardo,$2.6 B,71,Mexico,Airport management,Service
1175,1164,Ray Davis,$2.6 B,81,United States,Pipelines,Energy
1176,1164,Maria Del Pino,$2.6 B,67,Spain,Construction,Construction & Engineering
1177,1164,Deng Weiming & family,$2.6 B,54,China,Battery components,Manufacturing
1178,1164,"John Dorrance, III.",$2.6 B,79,Ireland,Campbell Soup,Food & Beverage
1179,1164,Carl Douglas,$2.6 B,61,Sweden,Investments,Diversified
1180,1164,Eric Douglas,$2.6 B,54,Sweden,Investments,Diversified
1181,1164,Fiona Geminder,$2.6 B,58,Australia,Manufacturing,Manufacturing
1182,1164,Stewart Horejsi & family,$2.6 B,85,United States,Berkshire Hathaway,Finance & Investments
1183,1164,Hou Juncheng,$2.6 B,58,China,Cosmetics,Healthcare
1184,1164,Zhenda Huang & family,$2.6 B,75,China,Construction,Construction & Engineering
1185,1164,Dmitry Kamenshchik,$2.6 B,54,Russia,Airport,Service
1186,1164,Alicia Koplowitz,$2.6 B,69,Spain,"Construction, investments",Finance & Investments
1187,1164,Adam Kwok,$2.6 B,40,Hong Kong,Real estate,Real Estate
1188,1164,Henry Laufer,$2.6 B,77,United States,Hedge funds,Finance & Investments
1189,1164,Louis Le Duff,$2.6 B,76,France,Bakeries,Food & Beverage
1190,1164,Mark Leonard & family,$2.6 B,66,Canada,Software,Technology
1191,1164,Li Guoqiang,$2.6 B,59,China,Auto dealerships,Automotive
1192,1164,Li Yongxin,$2.6 B,47,China,Education,Service
1193,1164,Peter Lim,$2.6 B,69,Singapore,Investments,Finance & Investments
1194,1164,Lu Weiding,$2.6 B,52,China,Diversified,Diversified
1195,1164,Sergio Mantegazza,$2.6 B,95,Switzerland,Travel,Service
1196,1164,Hans Melchers,$2.6 B,84,Netherlands,"Chemicals, investments",Finance & Investments
1197,1164,C. Dean Metropoulos,$2.6 B,76,United States,Investments,Food & Beverage
1198,1164,Hans Georg Naeder,$2.6 B,61,Germany,Prosthetics,Manufacturing
1199,1164,Falguni Nayar,$2.6 B,60,India,Retailing,Fashion & Retail
1200,1164,James Packer,$2.6 B,55,Australia,Investments,Finance & Investments
1201,1164,Alexander Ponomarenko,$2.6 B,58,Russia,"Real estate, airport",Logistics
1202,1164,Nicholas Pritzker,$2.6 B,79,United States,"Hotels, investments",Finance & Investments
1203,1164,Alejandro Santo Domingo,$2.6 B,46,United States,Beer,Food & Beverage
1204,1164,Steven Sarowitz,$2.6 B,57,United States,Payroll software,Technology
1205,1164,Maria-Elisabeth Schaeffler-Thumann,$2.6 B,81,Germany,Auto parts,Automotive
1206,1164,Leonard Schleifer,$2.6 B,70,United States,Pharmaceuticals,Healthcare
1207,1164,Dieter Schnabel,$2.6 B,77,Germany,Chemicals,Manufacturing
1208,1164,Michael S. Smith,$2.6 B,67,United States,Liquefied natural gas,Energy
1209,1164,Julia Thiele-Schuerhoff,$2.6 B,51,Germany,"Brakes, investments",Manufacturing
1210,1164,John Tyson & family,$2.6 B,69,United States,Food processing,Food & Beverage
1211,1164,Anna Katharina Viessmann,$2.6 B,N/A,Germany,Heating and cooling equipment,Manufacturing
1212,1164,Jurgen Wirtgen,$2.6 B,57,Germany,Construction Vehicles,Construction & Engineering
1213,1164,Stefan Wirtgen,$2.6 B,52,Germany,Construction Vehicles,Construction & Engineering
1214,1164,Zhao Lixin,$2.6 B,57,China,Electronics,Technology
1215,1164,Hongyi Zhou,$2.6 B,52,China,Security software,Technology
1216,1217,S. Daniel Abraham,$2.5 B,98,United States,Slim-Fast,Food & Beverage
1217,1217,Bill Alfond,$2.5 B,74,United States,Shoes,Fashion & Retail
1218,1217,Susan Alfond,$2.5 B,77,United States,Shoes,Fashion & Retail
1219,1217,Ted Alfond,$2.5 B,78,United States,Shoes,Fashion & Retail
1220,1217,Riley Bechtel & family,$2.5 B,71,United States,"Engineering, construction",Construction & Engineering
1221,1217,Thor Bjorgolfsson,$2.5 B,56,Iceland,Investments,Diversified
1222,1217,Charles Bronfman,$2.5 B,91,Canada,Liquor,Food & Beverage
1223,1217,Vivek Chand Burman,$2.5 B,85,India,Consumer goods,Food & Beverage
1224,1217,Herb Chambers,$2.5 B,81,United States,Car dealerships,Automotive
1225,1217,Cheng Yixiao,$2.5 B,39,China,Video streaming app,Media & Entertainment
1226,1217,Andrew Cherng,$2.5 B,75,United States,Fast food,Food & Beverage
1227,1217,Peggy Cherng,$2.5 B,75,United States,Fast food,Food & Beverage
1228,1217,Leon G. Cooperman,$2.5 B,79,United States,Hedge funds,Finance & Investments
1229,1217,Yadu Hari Dalmia & family,$2.5 B,75,India,Cement,Manufacturing
1230,1217,Henry Davis,$2.5 B,72,United States,Beef processing,Food & Beverage
1231,1217,Oleg Deripaska,$2.5 B,55,Russia,"Aluminum, utilities",Metals & Mining
1232,1217,Sergey Dmitriev,$2.5 B,57,Cyprus,Software,Technology
1233,1217,Joseph Edelman,$2.5 B,67,United States,Hedge funds,Finance & Investments
1234,1217,Sandeep Engineer,$2.5 B,61,India,Plastic pipes,Manufacturing
1235,1217,Alceu Elias Feldmann & family,$2.5 B,73,Brazil,Fertilizer,Energy
1236,1217,Serge Godin,$2.5 B,73,Canada,Information technology,Technology
1237,1217,Alec Gores,$2.5 B,70,United States,Private equity,Finance & Investments
1238,1217,Bill Haslam,$2.5 B,64,United States,Gas stations,Fashion & Retail
1239,1217,J. Tomilson Hill,$2.5 B,74,United States,Investments,Finance & Investments
1240,1217,Jay-Z,$2.5 B,53,United States,Music,Media & Entertainment
1241,1217,Baba Kalyani,$2.5 B,74,India,Engineering,Automotive
1242,1217,Saban Cemil Kazanci,$2.5 B,62,Turkey,Energy,Energy
1243,1217,Brad Kelley,$2.5 B,66,United States,Tobacco,Real Estate
1244,1217,Wolfgang Leitner,$2.5 B,70,Austria,Engineering,Construction & Engineering
1245,1217,Li Hongxin & family,$2.5 B,70,China,Paper & related products,Manufacturing
1246,1217,Lin Chen-hai,$2.5 B,76,Taiwan,Real estate,Real Estate
1247,1217,Lu Yiwen,$2.5 B,36,China,Jewelry,Fashion & Retail
1248,1217,Prayudh Mahagitsiri,$2.5 B,77,Thailand,"Coffee, shipping",Food & Beverage
1249,1217,Willy Michel,$2.5 B,76,Switzerland,Medical devices,Healthcare
1250,1217,Lachhman Das Mittal,$2.5 B,92,India,Tractors,Automotive
1251,1217,Bobby Murphy,$2.5 B,34,United States,Snapchat,Technology
1252,1217,Tomas Olivo Lopez,$2.5 B,49,Spain,Shopping centers,Real Estate
1253,1217,Eren Ozmen,$2.5 B,64,United States,Aerospace,Manufacturing
1254,1217,John Pritzker,$2.5 B,69,United States,"Hotels, investments",Finance & Investments
1255,1217,Qiu Minxiu,$2.5 B,77,China,Semiconductors,Technology
1256,1217,Ferit Faik Sahenk,$2.5 B,59,Turkey,Diversified,Diversified
1257,1217,Wenrong Shen,$2.5 B,77,China,Steel production,Metals & Mining
1258,1217,Yuzhu Shi,$2.5 B,60,China,"Online games, investments",Diversified
1259,1217,Jeff Sutton,$2.5 B,63,United States,Real estate,Real Estate
1260,1217,"Henry Sy, Jr.",$2.5 B,69,Philippines,Diversified,Diversified
1261,1217,Andrew Tan,$2.5 B,71,Philippines,Diversified,Diversified
